Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,Fire Alarm
20.01,52.64,159.0,400.0,13210.0,20051,939.651,1.83,1.9,12.56,1.959,0.044,1
21.22,52.76,134.0,400.0,13230.0,20084,939.658,1.81,1.88,12.47,1.945,0.044,1
21.56,52.22,147.0,400.0,13224.0,20075,939.656,1.79,1.86,12.31,1.92,0.043,1
21.75,51.44,143.0,400.0,13230.0,20082,939.656,1.77,1.83,12.15,1.895,0.043,1
21.87,50.65,149.0,400.0,13221.0,20070,939.659,1.7,1.77,11.73,1.829,0.0409999999999999,1
21.97,50.01,144.0,400.0,13225.0,20077,939.672,1.68,1.75,11.57,1.805,0.0409999999999999,1
22.04,49.4,143.0,400.0,13219.0,20072,939.664,1.66,1.73,11.44,1.783,0.04,1
22.08,48.94,156.0,400.0,13214.0,20069,939.655,1.61,1.68,11.11,1.732,0.039,1
22.15,48.59,153.0,400.0,13218.0,20066,939.654,1.59,1.65,10.92,1.704,0.038,1
22.19,48.23,157.0,400.0,13220.0,20065,939.656,1.55,1.61,10.64,1.659,0.037,1
22.24,47.99,149.0,400.0,13220.0,20072,939.65,1.52,1.58,10.47,1.633,0.037,1
22.28,47.72,154.0,400.0,13213.0,20060,939.65,1.51,1.57,10.37,1.618,0.037,1
22.32,47.52,159.0,400.0,13217.0,20061,939.649,1.53,1.59,10.56,1.6469999999999998,0.037,1
22.33,47.38,150.0,400.0,13216.0,20064,939.66,1.58,1.64,10.88,1.696,0.038,1
22.36,47.23,149.0,400.0,13216.0,20069,939.655,1.59,1.65,10.95,1.7080000000000002,0.039,1
22.4,47.13,147.0,400.0,13219.0,20064,939.66,1.68,1.74,11.54,1.8,0.0409999999999999,1
22.43,47.03,155.0,400.0,13216.0,20071,939.658,1.76,1.83,12.13,1.891,0.043,1
22.46,46.92,152.0,400.0,13214.0,20069,939.654,1.87,1.94,12.86,2.006,0.045,1
22.51,46.85,148.0,400.0,13217.0,20065,939.653,1.89,1.97,13.04,2.0340000000000003,0.046,1
22.49,46.79,156.0,400.0,13216.0,20060,939.646,1.95,2.03,13.43,2.094,0.047,1
22.52,46.74,156.0,400.0,13218.0,20064,939.647,1.99,2.06,13.66,2.131,0.048,1
22.52,46.68,144.0,400.0,13221.0,20064,939.648,2.02,2.1,13.91,2.17,0.049,1
22.55,46.54,160.0,400.0,13213.0,20063,939.652,2.03,2.11,13.95,2.175,0.049,1
22.57,46.54,154.0,400.0,13216.0,20056,939.649,2.0,2.08,13.76,2.145,0.048,1
22.57,46.53,151.0,400.0,13218.0,20068,939.659,1.99,2.06,13.66,2.13,0.048,1
22.59,46.45,155.0,400.0,13211.0,20061,939.665,1.97,2.05,13.55,2.113,0.048,1
22.62,46.42,150.0,400.0,13212.0,20062,939.668,1.92,1.99,13.19,2.057,0.046,1
22.62,46.35,153.0,400.0,13209.0,20065,939.667,1.89,1.96,12.97,2.023,0.046,1
22.65,46.36,149.0,400.0,13216.0,20061,939.657,1.82,1.89,12.55,1.956,0.044,1
22.66,46.3,157.0,400.0,13214.0,20064,939.664,1.81,1.88,12.48,1.946,0.044,1
22.65,46.25,157.0,400.0,13211.0,20054,939.673,1.87,1.94,12.87,2.007,0.045,1
21.5,46.15,174.0,400.0,13200.0,20041,939.68,1.88,1.96,12.97,2.023,0.046,1
21.09,46.67,170.0,400.0,13194.0,20036,939.681,1.9,1.97,13.08,2.04,0.046,1
20.92,47.35,185.0,400.0,13199.0,20037,939.687,1.9,1.98,13.11,2.044,0.046,1
20.83,48.06,178.0,400.0,13205.0,20050,939.677,1.88,1.96,12.96,2.022,0.046,1
20.73,48.71,177.0,400.0,13207.0,20054,939.679,1.9,1.97,13.08,2.04,0.046,1
20.64,49.24,175.0,400.0,13204.0,20045,939.674,1.93,2.0,13.27,2.07,0.047,1
20.56,49.67,165.0,400.0,13203.0,20045,939.682,1.98,2.06,13.65,2.128,0.048,1
20.51,50.01,173.0,400.0,13204.0,20041,939.674,2.04,2.12,14.02,2.186,0.049,1
20.47,50.33,168.0,400.0,13207.0,20055,939.671,2.05,2.13,14.1,2.198,0.05,1
20.43,50.64,169.0,400.0,13209.0,20043,939.665,2.08,2.16,14.33,2.235,0.05,1
20.39,50.89,159.0,400.0,13209.0,20051,939.659,2.1,2.18,14.43,2.25,0.051,1
20.33,51.07,160.0,400.0,13208.0,20048,939.652,2.18,2.26,14.99,2.338,0.053,1
20.32,51.28,174.0,400.0,13207.0,20050,939.655,2.21,2.3,15.24,2.376,0.054,1
20.27,51.44,165.0,400.0,13212.0,20057,939.652,2.24,2.33,15.44,2.408,0.054,1
20.25,51.6,161.0,400.0,13213.0,20057,939.646,2.27,2.35,15.59,2.431,0.055,1
20.23,51.7,174.0,400.0,13210.0,20052,939.641,2.28,2.37,15.72,2.451,0.055,1
20.2,51.81,160.0,400.0,13212.0,20051,939.638,2.26,2.35,15.57,2.428,0.055,1
20.19,51.93,165.0,400.0,13208.0,20049,939.638,2.27,2.36,15.64,2.439,0.055,1
20.15,52.0,164.0,400.0,13213.0,20055,939.643,2.3,2.39,15.84,2.47,0.0559999999999999,1
20.16,52.07,162.0,400.0,13210.0,20053,939.651,2.3,2.39,15.85,2.471,0.0559999999999999,1
20.09,52.2,170.0,400.0,13200.0,20039,939.662,2.3,2.39,15.84,2.471,0.0559999999999999,1
20.1,52.23,157.0,400.0,13213.0,20056,939.666,2.32,2.41,15.94,2.485,0.0559999999999999,1
20.09,52.33,168.0,400.0,13212.0,20052,939.661,2.31,2.4,15.91,2.481,0.0559999999999999,1
20.06,52.38,166.0,400.0,13211.0,20053,939.669,2.31,2.4,15.87,2.475,0.0559999999999999,1
20.02,52.42,178.0,400.0,13209.0,20053,939.657,2.27,2.36,15.6,2.4330000000000003,0.055,1
20.04,52.54,174.0,400.0,13205.0,20040,939.651,2.25,2.33,15.45,2.41,0.054,1
20.01,52.56,163.0,400.0,13211.0,20050,939.666,2.21,2.3,15.23,2.376,0.054,1
20.01,52.6,165.0,400.0,13207.0,20057,939.667,2.22,2.3,15.26,2.379,0.054,1
19.98,52.63,170.0,400.0,13208.0,20048,939.677,2.22,2.31,15.29,2.385,0.054,1
19.98,52.68,165.0,400.0,13213.0,20056,939.667,2.23,2.32,15.36,2.394,0.054,1
21.18,52.79,146.0,400.0,13227.0,20063,939.664,2.24,2.32,15.4,2.401,0.054,1
21.56,52.25,146.0,400.0,13227.0,20075,939.674,2.23,2.34,15.34,2.391,0.054,1
21.7,51.47,159.0,400.0,13221.0,20062,939.672,2.27,2.36,15.66,2.441,0.055,1
21.85,50.68,149.0,400.0,13221.0,20060,939.662,2.27,2.35,15.59,2.431,0.055,1
21.91,50.05,148.0,400.0,13223.0,20064,939.647,2.24,2.33,15.43,2.407,0.054,1
21.98,49.47,155.0,400.0,13221.0,20062,939.649,2.24,2.32,15.39,2.401,0.054,1
22.08,49.06,158.0,400.0,13218.0,20052,939.645,2.24,2.33,15.43,2.405,0.054,1
22.12,48.64,167.0,400.0,13213.0,20049,939.646,2.25,2.33,15.47,2.412,0.054,1
22.15,48.32,164.0,400.0,13215.0,20041,939.643,2.23,2.32,15.38,2.398,0.054,1
22.19,48.04,168.0,400.0,13218.0,20050,939.653,2.19,2.28,15.1,2.355,0.053,1
22.25,47.86,167.0,400.0,13208.0,20047,939.664,2.19,2.28,15.08,2.352,0.053,1
22.3,47.65,171.0,400.0,13210.0,20045,939.669,2.15,2.24,14.83,2.312,0.052,1
22.35,47.49,166.0,400.0,13212.0,20047,939.66,2.14,2.22,14.72,2.295,0.052,1
22.33,47.33,174.0,400.0,13210.0,20038,939.649,2.13,2.21,14.63,2.292,0.052,1
22.38,47.23,173.0,400.0,13209.0,20037,939.657,2.13,2.22,14.68,2.289,0.052,1
22.39,47.11,168.0,400.0,13213.0,20046,939.662,2.1,2.19,14.49,2.259,0.051,1
22.4,47.03,163.0,400.0,13214.0,20050,939.668,2.07,2.16,14.28,2.227,0.05,1
22.43,46.94,170.0,400.0,13214.0,20041,939.665,2.03,2.11,14.01,2.184,0.049,1
22.48,46.87,169.0,400.0,13213.0,20046,939.661,2.01,2.09,13.82,2.156,0.049,1
22.49,46.8,170.0,400.0,13212.0,20043,939.664,2.01,2.09,13.82,2.156,0.049,1
22.51,46.75,172.0,400.0,13209.0,20046,939.67,1.99,2.07,13.72,2.139,0.048,1
22.52,46.69,179.0,400.0,13208.0,20027,939.67,1.96,2.03,13.48,2.102,0.047,1
22.55,46.63,176.0,400.0,13209.0,20039,939.672,1.96,2.04,13.49,2.104,0.048,1
22.55,46.59,176.0,400.0,13206.0,20040,939.671,1.96,2.04,13.52,2.109,0.048,1
22.57,46.57,169.0,400.0,13209.0,20036,939.668,1.98,2.06,13.61,2.123,0.048,1
22.59,46.51,164.0,400.0,13216.0,20049,939.662,1.97,2.05,13.57,2.116,0.048,1
22.62,46.51,174.0,400.0,13210.0,20036,939.665,1.98,2.06,13.64,2.127,0.048,1
22.6,46.43,168.0,400.0,13214.0,20045,939.668,2.02,2.1,13.9,2.167,0.049,1
22.63,46.39,163.0,400.0,13217.0,20048,939.669,2.08,2.16,14.32,2.233,0.05,1
22.63,46.35,166.0,400.0,13216.0,20049,939.68,2.13,2.21,14.64,2.283,0.052,1
21.5,46.32,191.0,400.0,13193.0,20022,939.673,2.21,2.3,15.22,2.374,0.054,1
21.09,46.8,188.0,400.0,13191.0,20022,939.681,2.25,2.34,15.48,2.414,0.055,1
20.91,47.51,189.0,400.0,13195.0,20025,939.681,2.3,2.39,15.8,2.465,0.0559999999999999,1
20.77,48.23,185.0,400.0,13200.0,20025,939.682,2.29,2.38,15.74,2.454,0.055,1
20.7,48.84,183.0,400.0,13202.0,20035,939.672,2.25,2.34,15.5,2.417,0.055,1
20.58,49.43,188.0,400.0,13197.0,20026,939.676,2.25,2.34,15.48,2.414,0.055,1
20.54,49.85,182.0,400.0,13203.0,20033,939.672,2.25,2.33,15.46,2.411,0.054,1
20.48,50.26,174.0,400.0,13206.0,20041,939.676,2.25,2.34,15.5,2.417,0.055,1
20.44,50.57,172.0,400.0,13208.0,20040,939.673,2.23,2.31,15.31,2.388,0.054,1
20.39,50.84,182.0,400.0,13204.0,20029,939.661,2.2,2.28,15.12,2.358,0.053,1
20.36,51.11,176.0,400.0,13205.0,20036,939.66,2.14,2.22,14.7,2.293,0.052,1
20.32,51.29,174.0,400.0,13215.0,20047,939.661,2.13,2.21,14.64,2.283,0.052,1
20.27,51.53,179.0,400.0,13205.0,20036,939.657,2.11,2.2,14.54,2.268,0.051,1
20.25,51.67,170.0,400.0,13205.0,20038,939.647,2.1,2.18,14.46,2.255,0.051,1
20.25,51.83,185.0,400.0,13208.0,20040,939.655,2.09,2.17,14.37,2.241,0.051,1
20.2,51.95,179.0,400.0,13209.0,20045,939.662,2.05,2.13,14.12,2.202,0.05,1
20.18,52.06,170.0,400.0,13209.0,20044,939.664,2.03,2.11,13.98,2.1790000000000003,0.049,1
20.18,52.15,165.0,400.0,13212.0,20050,939.668,1.99,2.07,13.7,2.136,0.048,1
20.13,52.26,174.0,400.0,13205.0,20039,939.667,1.96,2.04,13.52,2.108,0.048,1
20.08,52.34,166.0,400.0,13208.0,20042,939.669,1.94,2.02,13.38,2.086,0.047,1
20.09,52.44,167.0,400.0,13212.0,20046,939.672,1.94,2.01,13.32,2.077,0.047,1
20.05,52.48,175.0,400.0,13206.0,20044,939.661,1.93,2.01,13.29,2.072,0.047,1
20.05,52.56,176.0,400.0,13203.0,20037,939.663,1.95,2.02,13.41,2.091,0.047,1
20.01,52.64,174.0,400.0,13198.0,20033,939.668,1.99,2.07,13.68,2.133,0.048,1
20.01,52.7,174.0,400.0,13210.0,20039,939.667,2.02,2.1,13.93,2.173,0.049,1
19.98,52.74,181.0,400.0,13208.0,20041,939.666,2.08,2.16,14.3,2.23,0.05,1
19.98,52.78,171.0,400.0,13210.0,20049,939.668,2.1,2.18,14.47,2.256,0.051,1
19.97,52.87,165.0,400.0,13206.0,20047,939.675,2.18,2.26,14.98,2.335,0.053,1
19.95,52.94,177.0,400.0,13202.0,20040,939.68,2.2,2.29,15.14,2.361,0.053,1
19.95,52.99,166.0,400.0,13205.0,20051,939.681,2.21,2.3,15.24,2.376,0.054,1
21.15,53.08,151.0,400.0,13215.0,20063,939.667,2.22,2.3,15.25,2.378,0.054,1
21.5,52.53,147.0,400.0,13223.0,20059,939.656,2.22,2.31,15.31,2.388,0.054,1
21.7,51.73,152.0,400.0,13219.0,20059,939.655,2.22,2.31,15.31,2.388,0.054,1
21.8,50.99,153.0,400.0,13224.0,20069,939.655,2.25,2.34,15.52,2.42,0.055,1
21.9,50.37,150.0,400.0,13223.0,20066,939.655,2.3,2.39,15.82,2.467,0.0559999999999999,1
21.97,49.78,164.0,400.0,13213.0,20056,939.654,2.3,2.39,15.86,2.474,0.0559999999999999,1
22.04,49.31,161.0,400.0,13217.0,20060,939.65,2.33,2.42,16.02,2.498,0.0559999999999999,1
22.09,48.91,161.0,400.0,13218.0,20060,939.637,2.33,2.42,16.06,2.504,0.057,1
22.11,48.56,170.0,400.0,13212.0,20050,939.653,2.33,2.42,16.05,2.502,0.057,1
22.18,48.33,163.0,400.0,13210.0,20053,939.659,2.33,2.42,16.01,2.496,0.0559999999999999,1
22.21,48.09,156.0,400.0,13212.0,20058,939.659,2.3,2.39,15.83,2.469,0.0559999999999999,1
22.24,47.94,165.0,400.0,13207.0,20049,939.66,2.29,2.38,15.76,2.458,0.0559999999999999,1
22.29,47.8,167.0,400.0,13209.0,20051,939.659,2.28,2.37,15.7,2.449,0.055,1
22.3,47.62,166.0,400.0,13213.0,20055,939.656,2.29,2.38,15.75,2.456,0.055,1
22.35,47.56,170.0,400.0,13204.0,20049,939.661,2.29,2.38,15.76,2.457,0.055,1
22.38,47.38,160.0,400.0,13212.0,20054,939.655,2.26,2.35,15.57,2.4290000000000003,0.055,1
22.38,47.32,159.0,400.0,13213.0,20052,939.659,2.2,2.29,15.17,2.366,0.053,1
22.42,47.25,158.0,400.0,13210.0,20052,939.66,2.22,2.3,15.25,2.378,0.054,1
22.42,47.17,168.0,400.0,13207.0,20044,939.663,2.23,2.31,15.32,2.389,0.054,1
22.43,47.12,160.0,400.0,13208.0,20049,939.671,2.23,2.31,15.32,2.39,0.054,1
22.46,47.05,151.0,400.0,13209.0,20061,939.679,2.22,2.3,15.27,2.381,0.054,1
22.49,47.01,161.0,400.0,13210.0,20056,939.669,2.21,2.29,15.18,2.367,0.053,1
22.52,46.92,162.0,400.0,13214.0,20056,939.673,2.21,2.3,15.21,2.371,0.054,1
22.51,46.86,164.0,400.0,13211.0,20051,939.669,2.23,2.31,15.32,2.388,0.054,1
22.56,46.8,157.0,400.0,13212.0,20059,939.669,2.25,2.34,15.48,2.4130000000000003,0.055,1
22.53,46.75,166.0,400.0,13209.0,20049,939.651,2.26,2.35,15.56,2.427,0.055,1
22.55,46.72,168.0,400.0,13207.0,20044,939.644,2.28,2.37,15.67,2.443,0.055,1
22.57,46.68,165.0,400.0,13209.0,20047,939.654,2.28,2.37,15.71,2.45,0.055,1
22.59,46.66,160.0,400.0,13210.0,20046,939.661,2.29,2.38,15.78,2.46,0.0559999999999999,1
22.6,46.63,162.0,400.0,13211.0,20052,939.66,2.26,2.35,15.57,2.4290000000000003,0.055,1
21.46,46.55,170.0,400.0,13203.0,20047,939.659,2.24,2.32,15.4,2.401,0.054,1
21.06,47.08,172.0,400.0,13207.0,20047,939.661,2.16,2.24,14.86,2.317,0.052,1
20.87,47.825,179.0,400.0,13200.0,20040,939.669,2.12,2.2,14.57,2.272,0.051,1
20.75,48.57,173.0,400.0,13203.0,20049,939.664,2.08,2.16,14.29,2.229,0.05,1
20.66,49.19,164.0,400.0,13209.0,20054,939.668,2.08,2.17,14.34,2.237,0.051,1
20.57,49.76,167.0,400.0,13212.0,20053,939.661,2.08,2.17,14.34,2.237,0.051,1
20.5,50.17,170.0,400.0,13217.0,20056,939.661,2.1,2.18,14.46,2.256,0.051,1
20.46,50.58,152.0,400.0,13215.0,20056,939.677,2.17,2.26,14.94,2.33,0.053,1
20.41,50.91,152.0,400.0,13218.0,20061,939.672,2.2,2.28,15.12,2.358,0.053,1
20.36,51.23,164.0,400.0,13209.0,20065,939.664,2.3,2.39,15.85,2.472,0.0559999999999999,1
20.33,51.46,157.0,400.0,13215.0,20066,939.662,2.34,2.43,16.11,2.512,0.057,1
20.29,51.65,156.0,400.0,13219.0,20067,939.666,2.38,2.47,16.37,2.552,0.0579999999999999,1
20.25,51.84,153.0,400.0,13214.0,20059,939.664,2.4,2.5,16.55,2.58,0.0579999999999999,1
20.22,52.02,159.0,400.0,13215.0,20060,939.66,2.44,2.53,16.78,2.617,0.059,1
20.2,52.14,149.0,400.0,13217.0,20067,939.662,2.5,2.59,17.18,2.679,0.061,1
20.16,52.31,139.0,400.0,13222.0,20071,939.656,2.51,2.6,17.24,2.689,0.061,1
20.13,52.36,147.0,400.0,13218.0,20068,939.646,2.53,2.63,17.4,2.713,0.061,1
20.12,52.48,147.0,400.0,13216.0,20068,939.656,2.54,2.64,17.52,2.7310000000000003,0.062,1
20.08,52.6,139.0,400.0,13228.0,20079,939.663,2.56,2.66,17.62,2.747,0.062,1
20.05,52.73,128.0,400.0,13224.0,20081,939.653,2.55,2.64,17.52,2.732,0.062,1
20.06,52.74,145.0,400.0,13215.0,20076,939.666,2.51,2.61,17.28,2.695,0.061,1
20.01,52.81,129.0,400.0,13225.0,20080,939.662,2.5,2.6,17.24,2.688,0.061,1
20.01,52.91,133.0,400.0,13220.0,20083,939.663,2.49,2.59,17.13,2.672,0.06,1
19.99,53.01,136.0,400.0,13222.0,20073,939.661,2.49,2.58,17.11,2.669,0.06,1
19.97,53.09,142.0,400.0,13227.0,20074,939.665,2.44,2.54,16.81,2.6210000000000004,0.059,1
19.93,53.14,131.0,400.0,13222.0,20077,939.666,2.42,2.51,16.63,2.594,0.059,1
19.93,53.21,146.0,400.0,13222.0,20078,939.67,2.38,2.48,16.4,2.557,0.0579999999999999,1
19.92,53.24,137.0,400.0,13220.0,20073,939.668,2.37,2.46,16.32,2.544,0.057,1
19.88,53.32,136.0,400.0,13216.0,20070,939.668,2.32,2.41,15.94,2.486,0.0559999999999999,1
21.12,53.41,116.0,400.0,13238.0,20099,939.661,2.31,2.4,15.87,2.475,0.0559999999999999,1
21.49,52.88,111.0,400.0,13241.0,20108,939.654,2.25,2.34,15.52,2.419,0.055,1
21.64,52.11,117.0,400.0,13238.0,20104,939.655,2.22,2.3,15.26,2.379,0.054,1
21.77,51.36,118.0,400.0,13237.0,20096,939.66,2.2,2.28,15.12,2.358,0.053,1
21.85,50.68,111.0,400.0,13238.0,20108,939.653,2.18,2.26,14.99,2.338,0.053,1
21.93,50.09,106.0,400.0,13237.0,20105,939.642,2.16,2.24,14.87,2.318,0.052,1
22.01,49.65,117.0,400.0,13235.0,20095,939.65,2.15,2.23,14.8,2.3080000000000003,0.052,1
22.05,49.28,115.0,400.0,13230.0,20089,939.642,2.13,2.21,14.63,2.282,0.052,1
22.09,48.92,116.0,400.0,13231.0,20095,939.646,2.13,2.21,14.63,2.281,0.052,1
22.15,48.65,127.0,400.0,13230.0,20085,939.637,2.11,2.19,14.54,2.267,0.051,1
22.17,48.41,131.0,400.0,13229.0,20096,939.645,2.08,2.16,14.32,2.233,0.05,1
22.21,48.24,127.0,400.0,13232.0,20096,939.64,1.99,2.07,13.69,2.135,0.048,1
22.25,48.09,118.0,400.0,13233.0,20095,939.643,1.96,2.04,13.52,2.108,0.048,1
22.29,47.94,122.0,400.0,13231.0,20092,939.641,1.95,2.03,13.41,2.092,0.047,1
22.29,47.83,111.0,400.0,13230.0,20090,939.637,1.94,2.02,13.35,2.082,0.047,1
22.35,47.71,136.0,400.0,13231.0,20090,939.644,1.95,2.03,13.42,2.092,0.047,1
22.36,47.62,124.0,400.0,13229.0,20088,939.654,1.99,2.07,13.71,2.139,0.048,1
22.4,47.58,109.0,400.0,13233.0,20087,939.66,1.99,2.07,13.72,2.139,0.048,1
22.39,47.51,128.0,400.0,13231.0,20093,939.656,2.02,2.1,13.94,2.173,0.049,1
22.42,47.42,128.0,400.0,13226.0,20095,939.656,2.05,2.13,14.09,2.197,0.05,1
22.43,47.37,122.0,400.0,13231.0,20087,939.648,2.09,2.15,14.35,2.238,0.051,1
22.46,47.31,119.0,400.0,13238.0,20098,939.638,2.09,2.17,14.36,2.239,0.051,1
22.46,47.26,120.0,400.0,13227.0,20090,939.642,2.11,2.19,14.49,2.259,0.051,1
22.49,47.18,117.0,400.0,13229.0,20091,939.643,2.11,2.19,14.5,2.261,0.051,1
22.51,47.17,124.0,400.0,13226.0,20082,939.629,2.11,2.19,14.53,2.266,0.051,1
22.52,47.15,120.0,400.0,13226.0,20095,939.63,2.12,2.2,14.61,2.278,0.051,1
22.52,47.1,122.0,400.0,13229.0,20087,939.616,2.16,2.24,14.87,2.318,0.052,1
22.53,47.01,121.0,400.0,13233.0,20100,939.619,2.19,2.27,15.05,2.347,0.053,1
22.56,46.99,124.0,400.0,13227.0,20090,939.623,2.2,2.28,15.14,2.36,0.053,1
22.57,46.98,119.0,400.0,13230.0,20101,939.615,2.2,2.28,15.12,2.358,0.053,1
21.41,46.9,136.0,400.0,13215.0,20074,939.631,2.14,2.23,14.76,2.302,0.052,1
21.01,47.39,143.0,400.0,13206.0,20061,939.621,2.11,2.19,14.52,2.264,0.051,1
20.83,48.16,144.0,400.0,13213.0,20077,939.621,2.03,2.11,13.96,2.176,0.049,1
20.73,48.91,140.0,400.0,13220.0,20071,939.629,2.01,2.09,13.85,2.1590000000000003,0.049,1
20.64,49.53,138.0,400.0,13215.0,20080,939.619,1.98,2.06,13.62,2.124,0.048,1
20.57,50.04,135.0,400.0,13220.0,20074,939.613,1.94,2.01,13.34,2.08,0.047,1
20.47,50.55,137.0,400.0,13219.0,20082,939.617,1.94,2.01,13.32,2.077,0.047,1
20.41,50.97,140.0,400.0,13217.0,20077,939.609,1.88,1.96,12.96,2.021,0.046,1
20.39,51.32,130.0,400.0,13215.0,20078,939.611,1.85,1.92,12.72,1.983,0.045,1
20.32,51.57,132.0,400.0,13222.0,20088,939.619,1.77,1.84,12.16,1.896,0.043,1
20.29,51.85,134.0,400.0,13220.0,20087,939.613,1.75,1.82,12.05,1.88,0.042,1
20.25,52.05,128.0,400.0,13218.0,20078,939.618,1.75,1.82,12.07,1.882,0.043,1
20.22,52.23,134.0,400.0,13219.0,20087,939.616,1.79,1.86,12.33,1.923,0.043,1
20.19,52.36,128.0,400.0,13220.0,20083,939.614,1.87,1.94,12.88,2.009,0.045,1
20.15,52.53,132.0,400.0,13216.0,20081,939.626,1.89,1.97,13.02,2.03,0.046,1
20.15,52.63,133.0,400.0,13219.0,20082,939.618,1.97,2.04,13.53,2.11,0.048,1
20.1,52.79,128.0,400.0,13217.0,20081,939.616,2.0,2.08,13.76,2.146,0.048,1
20.06,52.86,137.0,400.0,13218.0,20077,939.622,2.06,2.14,14.19,2.212,0.05,1
20.08,52.96,128.0,400.0,13221.0,20076,939.62,2.07,2.15,14.23,2.219,0.05,1
20.04,53.02,144.0,400.0,13213.0,20076,939.62,2.09,2.18,14.41,2.248,0.051,1
20.01,53.17,130.0,400.0,13222.0,20077,939.624,2.09,2.17,14.39,2.244,0.051,1
19.99,53.18,142.0,400.0,13216.0,20073,939.636,2.1,2.18,14.43,2.25,0.051,1
19.99,53.28,140.0,400.0,13218.0,20072,939.633,2.1,2.18,14.43,2.25,0.051,1
19.97,53.33,136.0,400.0,13220.0,20085,939.64,2.09,2.17,14.39,2.244,0.051,1
19.93,53.41,138.0,400.0,13219.0,20083,939.639,2.04,2.12,14.07,2.194,0.05,1
19.93,53.48,137.0,400.0,13210.0,20066,939.633,2.0,2.08,13.77,2.148,0.049,1
19.92,53.54,136.0,400.0,13215.0,20084,939.647,1.94,2.02,13.37,2.085,0.047,1
19.91,53.59,135.0,400.0,13214.0,20075,939.644,1.91,1.99,13.16,2.052,0.046,1
19.88,53.62,140.0,400.0,13220.0,20091,939.642,1.86,1.93,12.81,1.998,0.045,1
19.85,53.7,131.0,400.0,13220.0,20091,939.637,1.84,1.91,12.67,1.976,0.045,1
21.09,53.8,113.0,400.0,13234.0,20100,939.644,1.81,1.88,12.44,1.94,0.044,1
21.45,53.24,123.0,400.0,13231.0,20097,939.656,1.77,1.84,12.2,1.902,0.043,1
21.64,52.47,121.0,400.0,13233.0,20095,939.647,1.76,1.83,12.1,1.887,0.043,1
21.74,51.76,118.0,400.0,13223.0,20085,939.641,1.75,1.81,12.02,1.874,0.042,1
21.82,51.06,127.0,400.0,13226.0,20094,939.639,1.7,1.77,11.7,1.825,0.0409999999999999,1
21.9,50.48,141.0,400.0,13216.0,20079,939.654,1.67,1.73,11.49,1.7919999999999998,0.04,1
21.98,50.02,127.0,400.0,13230.0,20090,939.669,1.66,1.72,11.42,1.781,0.04,1
22.04,49.61,135.0,400.0,13220.0,20084,939.667,1.65,1.72,11.38,1.775,0.04,1
22.05,49.25,132.0,400.0,13222.0,20080,939.681,1.66,1.73,11.43,1.7819999999999998,0.04,1
22.14,49.03,134.0,400.0,13218.0,20085,939.697,1.66,1.73,11.45,1.786,0.04,1
22.14,48.76,136.0,400.0,13224.0,20082,939.687,1.63,1.69,11.22,1.749,0.04,1
22.19,48.55,128.0,400.0,13225.0,20083,939.687,1.61,1.67,11.09,1.73,0.039,1
22.22,48.38,141.0,400.0,13216.0,20082,939.683,1.6,1.67,11.03,1.721,0.039,1
22.26,48.22,149.0,400.0,13213.0,20072,939.664,1.63,1.69,11.22,1.75,0.04,1
22.29,48.12,146.0,400.0,13217.0,20080,939.659,1.67,1.73,11.47,1.789,0.04,1
22.32,48.05,129.0,400.0,13217.0,20076,939.653,1.76,1.82,12.08,1.884,0.043,1
22.35,47.92,133.0,400.0,13216.0,20075,939.651,1.79,1.86,12.32,1.922,0.043,1
22.35,47.83,139.0,400.0,13211.0,20066,939.651,1.87,1.94,12.85,2.004,0.045,1
22.38,47.72,135.0,400.0,13222.0,20084,939.662,1.92,1.99,13.18,2.055,0.046,1
22.39,47.66,134.0,400.0,13223.0,20088,939.662,1.96,2.03,13.48,2.101,0.047,1
22.39,47.56,142.0,400.0,13219.0,20079,939.668,1.97,2.04,13.54,2.112,0.048,1
22.43,47.48,141.0,400.0,13219.0,20087,939.663,2.0,2.08,13.77,2.147,0.048,1
22.45,47.4,131.0,400.0,13222.0,20076,939.662,1.99,2.07,13.73,2.14,0.048,1
22.46,47.32,144.0,400.0,13217.0,20080,939.658,2.02,2.1,13.88,2.165,0.049,1
22.52,47.28,140.0,400.0,13215.0,20070,939.652,2.03,2.11,13.96,2.177,0.049,1
22.49,47.28,137.0,400.0,13218.0,20083,939.649,2.04,2.12,14.07,2.194,0.05,1
22.51,47.22,133.0,400.0,13225.0,20079,939.642,2.03,2.11,14.0,2.1830000000000003,0.049,1
22.53,47.2,129.0,400.0,13221.0,20085,939.649,2.01,2.09,13.85,2.1590000000000003,0.049,1
22.53,47.13,128.0,400.0,13227.0,20080,939.635,2.01,2.08,13.81,2.154,0.049,1
22.55,47.08,131.0,400.0,13224.0,20090,939.635,2.01,2.08,13.8,2.152,0.049,1
21.39,47.02,149.0,400.0,13206.0,20062,939.627,2.0,2.08,13.77,2.147,0.048,1
20.99,47.56,156.0,400.0,13205.0,20060,939.645,2.01,2.08,13.81,2.154,0.049,1
20.83,48.31,149.0,400.0,13216.0,20061,939.649,1.98,2.06,13.62,2.125,0.048,1
20.73,49.02,149.0,400.0,13209.0,20064,939.65,1.98,2.06,13.64,2.127,0.048,1
